Timestamps,Bytes_Sent (TCP),Bytes_Sent (UDP),Bytes_Sent (Other),Bytes_Received (TCP),Bytes_Received (UDP),Bytes_Received (Other),Packets_Sent (TCP),Packets_Sent (UDP),Packets_Sent (Other),Packets_Received (TCP),Packets_Received (UDP),Packets_Received (Other)
2/28/2024 10:35,1066,462,288,1148,536,295,40,39,29,40,31,26
2/28/2024 10:40,946,560,107,963,596,300,46,27,8,35,39,29
2/28/2024 10:45,1065,589,170,641,695,227,45,23,30,33,37,11
2/28/2024 10:50,818,742,279,889,624,271,23,36,28,56,24,10
2/28/2024 10:55,697,526,268,654,793,158,55,20,11,56,41,10
2/28/2024 11:00,917,763,174,955,769,216,52,17,18,49,26,20
2/28/2024 11:05,1097,460,265,1132,810,104,23,40,22,64,16,26
2/28/2024 11:10,1199,855,148,1070,532,213,68,36,29,37,25,20
2/28/2024 11:15,1002,885,170,941,561,268,58,32,13,59,32,16
2/28/2024 11:20,811,675,284,705,491,147,37,30,12,68,17,10
2/28/2024 11:25,1103,713,284,1174,894,258,48,36,11,52,21,27
2/28/2024 11:30,728,454,192,625,795,252,45,16,16,44,17,15
2/28/2024 11:35,861,625,201,1028,647,132,48,31,23,27,27,16
2/28/2024 11:40,789,507,181,766,653,114,59,14,10,56,21,20
2/28/2024 11:45,628,799,179,880,913,125,22,14,28,62,14,28
2/28/2024 11:50,869,876,156,999,829,164,50,30,29,30,39,21
2/28/2024 11:55,636,634,169,876,567,107,51,24,13,42,33,9
2/28/2024 12:00,750,585,294,1181,862,241,27,25,17,65,21,13
2/28/2024 12:05,1071,639,189,1009,789,199,28,25,11,37,24,23
2/28/2024 12:10,790,747,148,1138,906,258,34,14,26,54,15,9
2/28/2024 12:15,698,540,245,858,497,236,40,15,18,57,16,22
2/28/2024 12:20,910,856,117,661,852,219,37,26,22,50,27,12
2/28/2024 12:25,1200,614,180,1178,754,247,22,20,26,29,24,28
2/28/2024 12:30,603,525,137,643,887,281,39,32,17,25,14,16
2/28/2024 12:35,843,636,184,754,670,272,41,15,16,52,35,23
2/28/2024 12:40,1083,714,111,643,662,130,62,28,18,49,26,28
2/28/2024 12:45,965,553,118,861,674,219,28,15,15,59,16,23
2/28/2024 12:50,1067,543,295,743,828,204,31,35,22,64,34,30
2/28/2024 12:55,703,847,213,1197,786,111,66,16,17,43,29,20
2/28/2024 13:00,1059,760,156,738,477,172,66,23,13,35,22,30
2/28/2024 13:05,778,735,262,1190,506,259,32,33,20,36,22,27
2/28/2024 13:10,889,821,119,894,516,206,67,23,23,67,34,25
2/28/2024 13:15,917,620,116,1130,650,142,40,40,18,33,14,30
2/28/2024 13:20,969,802,269,971,868,297,66,15,13,59,35,26
2/28/2024 13:25,866,506,160,621,810,132,55,34,25,32,37,27
2/28/2024 13:30,670,486,268,1159,684,109,64,29,22,62,16,19
2/28/2024 13:35,1000,616,300,1184,821,221,27,15,18,58,28,22
2/28/2024 13:40,757,649,115,722,567,153,48,21,28,23,40,23
2/28/2024 13:45,1181,895,223,737,814,287,30,30,19,39,22,21
2/28/2024 13:50,1077,703,110,704,642,209,24,15,20,40,16,22
2/28/2024 13:55,1157,918,146,1065,481,103,32,40,13,61,40,28
2/28/2024 14:00,680,837,197,859,766,105,61,17,29,23,40,20
2/28/2024 14:05,1179,538,214,657,728,114,49,32,23,49,22,11
2/28/2024 14:10,1148,838,124,973,821,198,65,24,25,61,38,30
2/28/2024 14:15,894,821,175,1178,562,193,68,27,14,35,30,29
2/28/2024 14:20,901,836,134,1086,858,107,63,31,12,55,28,11
2/28/2024 14:25,1019,632,227,931,480,103,66,26,29,29,37,17
2/28/2024 14:30,950,839,146,842,782,171,53,16,11,39,27,21
2/28/2024 14:35,672,489,113,955,450,159,60,18,19,39,30,28
2/28/2024 14:40,1001,695,257,880,720,115,43,28,25,23,29,15
2/28/2024 14:45,654,675,299,872,872,259,39,29,12,33,14,23
2/28/2024 14:50,1076,776,262,1131,805,222,33,24,13,54,15,14
2/28/2024 14:55,925,489,297,765,731,266,51,38,25,68,14,27
2/28/2024 15:00,1157,769,231,942,855,298,43,28,11,29,41,29
2/28/2024 15:05,852,852,145,1058,525,191,64,36,30,54,21,17
2/28/2024 15:10,1182,540,273,922,833,181,67,40,19,32,23,22
2/28/2024 15:15,704,913,298,811,648,274,35,18,23,46,41,11
2/28/2024 15:20,785,569,208,1129,658,197,45,34,14,31,21,17
2/28/2024 15:25,635,512,237,978,832,172,42,41,20,65,29,24
2/28/2024 15:30,858,582,258,740,631,152,66,19,23,68,40,25
2/28/2024 15:35,1159,471,299,1171,765,295,30,41,21,30,16,26
2/28/2024 15:40,1097,550,246,663,653,208,38,27,14,63,27,29
2/28/2024 15:45,1151,500,118,636,826,286,45,20,19,40,23,9
2/28/2024 15:50,1043,904,131,712,480,168,26,29,9,49,29,30
2/28/2024 15:55,1040,748,181,865,753,156,42,40,23,54,19,10
2/28/2024 16:00,712,451,186,1002,569,243,48,16,26,41,28,13
2/28/2024 16:05,841,848,289,991,482,120,59,31,22,53,36,29
2/28/2024 16:10,725,703,298,797,727,241,62,28,28,30,16,29
2/28/2024 16:15,710,526,240,890,636,121,56,14,27,39,20,8
2/28/2024 16:20,632,680,129,709,719,170,53,38,24,50,20,13
2/28/2024 16:25,1152,828,108,860,591,104,22,29,24,32,40,10
2/28/2024 16:30,1107,522,283,664,785,187,58,37,30,26,15,13
2/28/2024 16:35,964,760,296,1194,610,153,62,35,9,22,39,8
2/28/2024 16:40,1178,865,168,705,827,272,36,32,11,28,40,29
2/28/2024 16:45,873,915,168,1045,667,101,34,30,17,38,24,29
2/28/2024 16:50,712,886,221,603,643,226,67,14,30,59,33,13
2/28/2024 16:55,680,872,282,880,780,253,57,20,24,55,33,17
2/28/2024 17:00,875,721,197,686,836,146,57,41,20,32,41,18
2/28/2024 17:05,1029,620,249,624,614,225,39,29,29,53,16,21
2/28/2024 17:10,993,920,277,1026,707,202,61,36,21,51,29,24
2/28/2024 17:15,1198,617,290,1159,706,278,60,25,9,23,32,8
2/28/2024 17:20,763,484,112,716,721,265,23,20,20,53,32,14
2/28/2024 17:25,1093,802,165,976,901,164,67,33,12,67,36,26
2/28/2024 17:30,630,872,121,937,771,296,29,23,25,37,23,18
2/28/2024 17:35,607,846,197,1112,485,166,57,35,15,59,26,22
2/28/2024 17:40,788,689,110,1183,718,123,38,22,28,27,16,24
2/28/2024 17:45,882,464,166,1186,893,273,67,17,21,27,28,9
2/28/2024 17:50,1176,479,255,948,659,221,27,33,15,66,14,19
2/28/2024 17:55,806,688,210,757,604,252,65,33,16,27,34,24
2/28/2024 18:00,1196,531,141,1108,571,126,46,36,29,25,17,26
2/28/2024 18:05,759,810,221,621,800,284,54,40,30,68,25,9
2/28/2024 18:10,965,637,275,1193,512,250,53,16,10,54,27,21
2/28/2024 18:15,931,821,266,849,546,280,54,19,23,42,25,27
2/28/2024 18:20,1040,819,245,1008,872,174,48,36,28,52,35,28
2/28/2024 18:25,875,845,298,1103,750,256,40,15,18,48,22,25
2/28/2024 18:30,810,817,134,954,908,299,28,20,8,31,38,17
2/28/2024 18:35,758,681,120,1091,646,108,43,16,12,36,33,18
2/28/2024 18:40,735,528,156,961,459,123,56,41,21,39,26,24
2/28/2024 18:45,1020,696,195,1087,597,248,35,18,17,27,15,9
2/28/2024 18:50,1012,862,270,1137,549,109,41,31,24,27,41,25
2/28/2024 18:55,608,919,177,1096,563,292,63,41,19,40,41,28
2/28/2024 19:00,630,750,271,658,820,255,62,22,12,49,14,26
2/28/2024 19:05,1026,756,200,601,534,272,68,14,13,53,17,17
2/28/2024 19:10,913,586,167,840,608,252,49,32,23,31,39,16
2/28/2024 19:15,764,463,272,866,792,161,28,31,8,63,20,22
2/28/2024 19:20,614,679,199,1001,676,258,46,35,9,43,24,10
2/28/2024 19:25,1116,624,162,1175,596,218,30,41,13,30,33,30
2/28/2024 19:30,1045,618,265,749,918,127,27,40,20,42,40,23
2/28/2024 19:35,1054,673,100,677,453,165,23,38,25,40,15,9
2/28/2024 19:40,1094,849,171,1024,800,203,54,22,25,65,20,16
2/28/2024 19:45,1067,780,239,883,840,251,46,41,27,49,20,29
2/28/2024 19:50,880,771,190,638,575,260,68,14,24,51,16,19
2/28/2024 19:55,822,851,220,1141,454,142,58,24,18,32,24,8
2/28/2024 20:00,982,606,272,823,746,180,53,24,12,33,35,15
2/28/2024 20:05,812,827,179,1193,519,183,41,25,25,68,36,21
2/28/2024 20:10,664,646,183,693,714,255,41,19,16,45,19,14
2/28/2024 20:15,978,791,104,766,891,214,59,21,8,58,36,25
2/28/2024 20:20,693,502,124,1059,676,248,26,34,26,67,17,8
2/28/2024 20:25,1190,772,205,614,839,101,37,20,18,57,33,19
2/28/2024 20:30,889,703,219,824,568,285,44,35,12,36,30,30
2/28/2024 20:35,761,462,201,684,719,193,54,37,17,34,39,24
2/28/2024 20:40,806,452,298,1112,470,167,60,37,23,51,34,12
2/28/2024 20:45,1116,666,243,945,460,221,60,14,11,29,23,23
2/28/2024 20:50,703,650,293,1099,526,244,27,40,13,27,38,20
2/28/2024 20:55,610,875,243,869,684,100,60,40,12,26,34,9
2/28/2024 21:00,771,753,122,946,460,113,66,22,30,68,40,29
2/28/2024 21:05,947,481,251,977,863,184,29,33,24,37,24,16
2/28/2024 21:10,1013,452,294,1151,876,295,56,15,21,54,32,20
2/28/2024 21:15,1200,796,202,793,764,256,68,30,15,32,39,19
2/28/2024 21:20,1045,543,238,952,837,226,52,15,21,23,32,13
2/28/2024 21:25,807,725,299,839,472,292,45,15,15,41,16,26
2/28/2024 21:30,1001,692,120,728,854,289,27,25,16,51,30,10
2/28/2024 21:35,989,517,286,989,806,161,30,28,10,37,17,9
2/28/2024 21:40,935,560,185,1088,508,245,49,23,20,34,36,13
2/28/2024 21:45,639,840,177,1053,684,219,46,19,19,66,19,24
2/28/2024 21:50,781,915,222,675,567,249,40,32,24,25,39,17
2/28/2024 21:55,731,564,132,1141,496,259,32,21,30,43,27,9
2/28/2024 22:00,1012,853,289,600,768,162,37,22,23,61,38,28
2/28/2024 22:05,1064,503,135,1000,525,244,67,34,20,51,31,23
2/28/2024 22:10,914,801,273,1164,703,226,29,24,9,65,19,23
2/28/2024 22:15,1086,609,122,703,853,234,65,32,17,42,28,27
2/28/2024 22:20,1199,914,270,711,535,271,52,39,25,60,22,21
2/28/2024 22:25,1091,678,262,910,802,247,24,37,26,62,29,8
2/28/2024 22:30,924,874,146,726,599,190,25,33,17,44,29,18
2/28/2024 22:35,610,818,242,901,508,105,58,21,28,32,14,8
2/28/2024 22:40,911,756,243,930,546,228,31,37,14,25,16,8
2/28/2024 22:45,1000,892,136,779,549,171,40,35,24,24,31,27
2/28/2024 22:50,984,486,220,1041,492,190,28,15,9,37,22,24
2/28/2024 22:55,863,482,197,650,527,182,51,39,27,29,38,9
2/28/2024 23:00,979,558,263,932,554,177,28,21,19,62,39,28
2/28/2024 23:05,1066,464,195,1117,860,228,64,14,25,65,23,29
2/28/2024 23:10,1192,590,195,1077,618,216,34,34,8,27,18,22
2/28/2024 23:15,724,773,220,794,665,256,29,18,27,50,40,18
2/28/2024 23:20,646,664,175,924,733,180,24,22,29,33,39,21
2/28/2024 23:25,1071,452,104,1010,527,112,24,31,29,54,14,20
2/28/2024 23:30,698,785,277,655,598,136,24,15,15,27,29,13
2/28/2024 23:35,1103,901,217,837,507,217,41,22,13,65,27,9
2/28/2024 23:40,845,479,263,821,653,239,53,28,29,34,28,10
2/28/2024 23:45,607,679,197,973,682,132,46,30,20,60,35,22
2/28/2024 23:50,624,871,187,996,692,108,52,34,27,60,33,21
2/28/2024 23:55,1094,523,213,1049,587,230,50,30,11,32,30,26
2/29/2024 0:00,1058,766,141,622,755,268,33,32,25,32,20,10
2/29/2024 0:05,798,714,161,1072,906,129,54,31,20,27,23,25
2/29/2024 0:10,835,788,243,910,638,261,55,38,14,54,18,22
2/29/2024 0:15,835,603,252,618,865,299,41,29,11,41,33,26
2/29/2024 0:20,862,714,117,928,755,286,55,37,27,63,28,25
2/29/2024 0:25,1076,815,202,872,594,218,59,25,26,44,37,11
2/29/2024 0:30,773,700,179,905,845,185,58,39,12,68,29,14
2/29/2024 0:35,897,683,231,1136,603,219,45,24,25,43,38,21
2/29/2024 0:40,1144,897,261,722,862,142,44,25,23,31,19,11
2/29/2024 0:45,758,520,115,668,911,277,49,20,26,62,37,21
2/29/2024 0:50,657,828,102,631,695,252,35,33,30,67,39,13
2/29/2024 0:55,843,879,269,776,678,270,43,35,27,46,27,26
2/29/2024 1:00,842,529,253,781,545,246,67,16,20,26,16,27
2/29/2024 1:05,664,871,176,677,888,161,54,38,11,56,25,12
2/29/2024 1:10,1148,684,257,932,463,276,49,21,17,44,36,25
2/29/2024 1:15,1028,762,265,651,570,165,41,40,20,31,19,25
2/29/2024 1:20,782,538,128,984,620,137,42,30,27,59,35,19
2/29/2024 1:25,734,627,237,756,458,102,49,30,23,23,34,23
2/29/2024 1:30,688,819,215,786,892,117,63,29,24,31,16,9
2/29/2024 1:35,1017,856,286,994,883,300,47,17,23,36,30,30
2/29/2024 1:40,768,784,245,1200,868,187,59,28,17,33,37,15
2/29/2024 1:45,963,821,162,816,639,273,55,19,20,67,25,17
2/29/2024 1:50,1029,914,173,1011,813,132,29,18,10,24,20,30
2/29/2024 1:55,803,515,175,692,900,229,29,20,28,24,25,27
2/29/2024 2:00,605,718,280,1061,810,135,32,16,23,28,36,23
2/29/2024 2:05,676,530,246,776,631,199,28,28,10,49,29,26
2/29/2024 2:10,1025,704,169,1082,852,198,39,17,21,30,30,11
2/29/2024 2:15,832,901,294,1172,918,277,25,21,17,59,25,12
2/29/2024 2:20,961,608,114,959,608,145,48,37,24,32,34,8
2/29/2024 2:25,1008,913,163,1028,452,155,43,27,29,45,39,13
2/29/2024 2:30,1011,794,119,1089,722,204,57,40,28,54,19,27
2/29/2024 2:35,1195,820,143,893,558,103,48,30,12,28,32,10
2/29/2024 2:40,749,734,146,971,891,218,46,29,8,30,32,27
2/29/2024 2:45,962,598,102,688,897,125,57,17,19,42,17,29
2/29/2024 2:50,666,827,124,784,799,287,68,25,12,66,20,22
2/29/2024 2:55,736,457,155,1095,905,245,63,29,28,50,37,11
2/29/2024 3:00,746,847,293,1137,597,193,28,29,20,58,20,10
2/29/2024 3:05,608,628,159,823,851,215,40,26,16,62,21,13
2/29/2024 3:10,627,671,202,891,885,248,60,32,9,43,17,25
2/29/2024 3:15,834,707,219,620,893,180,59,26,21,54,31,20
2/29/2024 3:20,1068,914,225,1068,559,157,36,20,18,31,17,13
2/29/2024 3:25,689,852,125,1176,894,108,23,31,11,54,29,27
2/29/2024 3:30,1163,716,267,926,649,168,22,40,28,42,28,18
2/29/2024 3:35,724,490,147,790,739,201,67,20,16,65,17,17
2/29/2024 3:40,1005,522,147,1057,577,105,66,39,23,50,22,25
2/29/2024 3:45,667,490,293,928,721,279,53,26,10,40,41,21
2/29/2024 3:50,1067,825,176,686,806,189,37,15,10,55,31,11
2/29/2024 3:55,642,908,125,975,713,152,61,19,16,55,29,9
2/29/2024 4:00,1013,748,150,1029,574,184,40,16,17,26,20,27
2/29/2024 4:05,660,827,152,739,649,209,47,37,25,25,36,19
2/29/2024 4:10,806,455,197,616,777,269,43,30,29,66,29,16
2/29/2024 4:15,840,819,121,1026,784,169,52,19,16,61,17,25
2/29/2024 4:20,1104,841,169,775,507,277,49,34,10,56,37,15
2/29/2024 4:25,716,773,233,670,873,265,39,17,27,62,32,25
2/29/2024 4:30,652,727,269,1089,711,122,61,24,19,64,17,30
2/29/2024 4:35,822,864,182,1034,789,282,54,22,22,58,14,21
2/29/2024 4:40,613,693,186,766,749,155,54,15,25,57,25,14
2/29/2024 4:45,784,741,256,636,832,275,54,14,8,42,23,14
2/29/2024 4:50,858,853,228,1016,765,230,66,19,17,50,25,28
2/29/2024 4:55,1028,538,128,932,782,279,27,31,21,39,14,24
2/29/2024 5:00,971,696,120,746,829,208,37,15,14,22,34,11
2/29/2024 5:05,930,708,244,608,837,107,63,30,26,28,18,23
2/29/2024 5:10,961,471,205,793,477,292,66,21,17,49,19,17
2/29/2024 5:15,690,829,103,951,842,286,24,22,21,43,35,10
2/29/2024 5:20,846,464,177,785,659,135,38,33,19,24,30,11
2/29/2024 5:25,654,737,239,1093,721,253,68,38,23,25,32,29
2/29/2024 5:30,1104,773,226,659,797,204,32,25,27,23,33,26
2/29/2024 5:35,1184,617,286,703,721,131,26,31,9,34,32,24
2/29/2024 5:40,614,505,228,1051,508,205,65,32,20,56,15,27
2/29/2024 5:45,1037,800,250,751,551,202,59,28,8,27,38,30
2/29/2024 5:50,696,681,137,1105,908,253,40,39,17,52,34,17
2/29/2024 5:55,786,911,233,1031,778,154,32,24,17,35,41,16
2/29/2024 6:00,1104,850,125,822,502,110,35,26,30,41,17,21
2/29/2024 6:05,776,609,231,1099,628,234,54,19,24,28,17,14
2/29/2024 6:10,880,756,161,841,814,209,28,18,24,65,23,27
2/29/2024 6:15,633,741,194,1167,778,280,42,20,22,26,35,28
2/29/2024 6:20,762,762,173,916,548,179,58,29,26,35,32,20
2/29/2024 6:25,764,622,163,827,888,155,64,34,23,59,26,28
2/29/2024 6:30,1007,785,222,835,732,196,22,28,8,63,15,11
2/29/2024 6:35,871,913,238,992,532,280,57,30,17,22,36,22
2/29/2024 6:40,900,476,143,1074,713,234,62,20,9,54,18,20
2/29/2024 6:45,666,520,139,1009,823,198,22,25,20,43,36,17
2/29/2024 6:50,775,474,191,1091,465,239,37,29,17,23,30,30
2/29/2024 6:55,954,714,253,628,821,128,56,39,9,43,16,8
2/29/2024 7:00,1138,575,295,980,727,108,50,28,21,50,21,27
2/29/2024 7:05,869,645,123,845,746,274,36,16,11,59,28,11
2/29/2024 7:10,798,724,101,773,898,141,62,34,17,54,39,11
2/29/2024 7:15,964,741,274,1020,480,134,33,22,29,34,28,15
2/29/2024 7:20,690,745,218,788,492,260,23,35,14,55,34,28
2/29/2024 7:25,929,527,229,745,770,212,27,39,12,25,18,16
2/29/2024 7:30,1068,506,222,955,464,190,33,20,9,51,17,11
2/29/2024 7:35,609,498,211,662,500,137,37,14,19,61,18,25
2/29/2024 7:40,691,530,252,1041,850,269,57,18,12,66,27,21
2/29/2024 7:45,857,527,117,849,727,241,55,37,12,26,19,13
2/29/2024 7:50,1046,847,144,812,545,179,36,34,23,61,40,21
2/29/2024 7:55,1198,525,284,1003,690,150,48,29,27,49,21,13
2/29/2024 8:00,1182,829,122,1022,786,295,34,22,15,56,16,21
2/29/2024 8:05,759,677,242,1150,734,260,47,30,26,64,25,13
2/29/2024 8:10,856,691,208,1197,754,209,64,21,11,36,39,30
2/29/2024 8:15,786,691,158,1020,732,108,40,21,24,45,32,27
2/29/2024 8:20,962,884,238,778,662,194,35,22,18,68,22,11
2/29/2024 8:25,644,565,101,615,882,101,26,16,29,66,39,29
2/29/2024 8:30,776,807,187,860,561,247,37,38,9,36,33,29
2/29/2024 8:35,830,683,177,963,841,213,24,24,27,27,37,16
2/29/2024 8:40,915,552,233,868,548,231,39,21,15,44,15,11
2/29/2024 8:45,690,904,241,1115,826,174,47,25,12,25,38,24
2/29/2024 8:50,1036,453,190,1105,507,294,52,27,20,66,27,23
2/29/2024 8:55,999,799,233,1152,728,259,23,17,24,44,37,9
2/29/2024 9:00,1006,465,172,675,886,252,51,34,8,54,30,8
2/29/2024 9:05,1091,591,225,623,672,151,37,16,28,49,24,15
2/29/2024 9:10,1079,600,137,968,517,266,54,14,27,64,28,29
2/29/2024 9:15,750,483,117,628,696,203,29,40,25,61,26,11
2/29/2024 9:20,781,815,211,774,455,110,67,25,20,64,39,16
2/29/2024 9:25,828,596,299,1096,884,158,41,30,27,49,22,27
2/29/2024 9:30,1032,826,135,867,643,264,36,33,12,55,24,17
2/29/2024 9:35,853,694,134,690,649,197,39,17,14,58,34,18
2/29/2024 9:40,917,459,271,850,830,205,53,34,13,32,32,14
2/29/2024 9:45,1079,719,165,1137,810,280,48,33,15,61,24,20
2/29/2024 9:50,701,513,147,1180,827,142,37,17,8,54,40,28
2/29/2024 9:55,1108,506,124,780,837,132,63,30,25,57,24,9
2/29/2024 10:00,922,534,266,974,864,275,23,16,17,66,31,25
2/29/2024 10:05,696,826,118,961,895,172,45,24,12,59,21,9
2/29/2024 10:10,656,551,129,918,703,284,33,31,28,24,30,17
2/29/2024 10:15,695,463,225,817,503,176,67,36,29,62,34,15
2/29/2024 10:20,999,651,290,851,671,103,53,16,19,40,19,27
2/29/2024 10:25,1033,700,240,883,849,160,29,33,20,30,41,27
2/29/2024 10:30,927,662,125,636,694,207,65,27,12,52,27,16
2/29/2024 10:35,833,673,271,652,674,294,57,20,21,40,35,11
2/29/2024 10:40,709,808,250,990,452,186,66,39,9,37,33,30
2/29/2024 10:45,1000,620,234,844,904,215,49,26,20,26,25,8
2/29/2024 10:50,739,594,183,615,837,181,42,39,13,65,38,26
2/29/2024 10:55,772,782,171,842,830,254,58,36,12,46,40,13
2/29/2024 11:00,812,708,174,663,829,244,54,22,19,25,25,29
2/29/2024 11:05,625,553,298,990,548,116,63,14,29,52,40,30
2/29/2024 11:10,1180,728,103,792,744,217,65,14,23,32,32,16
2/29/2024 11:15,1018,644,265,858,507,122,27,39,8,35,23,16
2/29/2024 11:20,997,737,241,1135,837,194,51,17,23,27,33,16
2/29/2024 11:25,821,570,250,756,496,238,53,26,30,55,38,11
2/29/2024 11:30,875,711,144,801,633,277,50,27,19,62,25,20
2/29/2024 11:35,874,569,228,658,530,246,45,16,17,65,31,8
2/29/2024 11:40,676,487,229,628,663,141,60,21,25,56,22,18
2/29/2024 11:45,1142,867,118,910,838,109,49,18,30,61,19,27
2/29/2024 11:50,716,690,124,1092,666,191,67,24,30,57,14,13
2/29/2024 11:55,1163,804,228,1032,521,296,63,39,11,28,18,27
2/29/2024 12:00,1104,801,102,775,549,159,50,30,21,65,33,30
2/29/2024 12:05,1160,699,273,726,564,100,67,19,10,32,20,27
2/29/2024 12:10,1038,552,121,987,495,238,47,22,18,48,41,27
2/29/2024 12:15,1035,790,286,935,741,215,41,27,19,67,21,17
2/29/2024 12:20,949,505,111,624,666,197,67,23,14,22,32,14
2/29/2024 12:25,1114,684,207,813,799,185,58,27,18,59,39,8
2/29/2024 12:30,759,911,179,1158,568,183,55,21,15,46,20,24
2/29/2024 12:35,1039,701,123,673,491,144,49,17,17,48,32,24
2/29/2024 12:40,1133,508,300,996,835,257,53,30,14,57,16,30
2/29/2024 12:45,937,737,133,1154,862,123,42,30,10,36,38,30
2/29/2024 12:50,720,699,178,840,647,104,68,23,9,57,18,21
2/29/2024 12:55,1161,589,123,905,704,262,47,25,21,37,18,25
2/29/2024 13:00,678,899,148,851,826,270,49,28,19,62,23,23
2/29/2024 13:05,696,594,251,1109,546,189,59,39,19,56,33,26
2/29/2024 13:10,640,902,177,1105,885,122,56,23,17,45,34,11
2/29/2024 13:15,882,797,291,606,568,196,62,32,8,31,32,17
2/29/2024 13:20,660,603,221,1063,492,145,46,22,9,51,35,29
2/29/2024 13:25,607,506,101,1181,572,273,58,22,17,39,16,23
2/29/2024 13:30,1128,555,138,684,513,136,37,24,22,65,32,20
2/29/2024 13:35,796,664,247,1131,700,211,29,34,10,52,26,10
2/29/2024 13:40,1088,547,214,1192,571,287,52,25,28,30,32,29
2/29/2024 13:45,859,828,210,721,774,260,66,20,12,39,15,26
2/29/2024 13:50,870,454,300,753,657,269,46,30,21,38,17,27
2/29/2024 13:55,886,781,205,1006,581,257,31,33,21,31,14,23
2/29/2024 14:00,661,466,200,1080,472,175,60,30,9,53,24,10
2/29/2024 14:05,1119,583,159,1137,873,121,32,33,25,35,16,10
2/29/2024 14:10,1032,602,150,1175,461,130,59,20,23,34,28,9
2/29/2024 14:15,945,720,265,1112,848,166,58,33,20,42,35,14
2/29/2024 14:20,638,524,295,836,546,277,24,39,8,47,16,28
2/29/2024 14:25,1160,545,236,848,669,229,66,17,10,62,38,20
2/29/2024 14:30,1020,874,242,731,507,279,58,41,15,63,25,13
2/29/2024 14:35,898,832,171,604,527,150,30,29,14,51,19,17
2/29/2024 14:40,833,860,204,649,796,277,64,33,15,57,21,28
2/29/2024 14:45,1096,769,155,1196,866,104,53,31,17,47,39,12
2/29/2024 14:50,1129,769,204,674,791,250,51,24,12,40,18,24
2/29/2024 14:55,606,653,288,826,621,263,45,30,18,67,17,24
2/29/2024 15:00,643,603,159,726,861,168,49,30,25,68,40,13
2/29/2024 15:05,1176,838,131,1116,455,115,61,35,14,41,35,25
2/29/2024 15:10,1158,576,207,835,544,139,51,36,26,34,15,30
2/29/2024 15:15,1146,476,116,1170,467,203,37,15,10,29,19,28
2/29/2024 15:20,709,557,208,958,636,199,29,37,19,33,15,9
2/29/2024 15:25,869,801,263,813,726,266,40,16,12,25,23,17
2/29/2024 15:30,724,824,176,703,649,179,56,40,18,60,41,12
2/29/2024 15:35,876,633,295,978,719,193,56,18,21,35,38,18
2/29/2024 15:40,956,698,199,749,853,218,60,20,29,46,38,24
2/29/2024 15:45,816,639,161,775,650,154,40,26,26,53,23,9
2/29/2024 15:50,1028,661,147,655,567,192,23,17,8,53,41,15
2/29/2024 15:55,1130,630,210,606,585,181,45,14,21,37,21,29
2/29/2024 16:00,970,811,183,736,872,286,51,38,15,59,15,24
2/29/2024 16:05,829,632,279,954,647,114,61,14,9,43,20,26
2/29/2024 16:10,1071,831,161,690,660,141,27,41,18,45,28,22
2/29/2024 16:15,900,897,264,791,623,210,43,16,17,56,20,17
2/29/2024 16:20,1164,788,128,1055,799,192,45,41,17,31,30,14
2/29/2024 16:25,1013,507,247,803,803,164,58,31,13,53,40,9
2/29/2024 16:30,618,874,243,884,612,169,25,27,23,60,39,21
2/29/2024 16:35,810,623,297,814,692,184,64,34,28,32,36,29
2/29/2024 16:40,688,698,286,1167,494,125,57,21,25,54,34,25
2/29/2024 16:45,1031,696,289,1108,626,253,37,18,23,53,20,18
2/29/2024 16:50,1032,794,164,911,536,276,47,40,19,53,37,13
2/29/2024 16:55,948,707,156,1045,543,155,49,18,11,47,38,9
2/29/2024 17:00,1088,576,245,940,470,191,42,24,24,27,14,28
2/29/2024 17:05,1036,733,125,1196,749,221,58,16,29,67,34,15
2/29/2024 17:10,793,883,138,1084,710,133,39,30,23,23,34,9
2/29/2024 17:15,719,886,284,673,516,268,23,33,22,56,31,21
2/29/2024 17:20,1004,800,105,1133,829,235,45,41,24,44,29,18
2/29/2024 17:25,983,650,243,854,796,225,67,19,9,34,16,21
2/29/2024 17:30,1184,888,142,600,707,143,65,26,10,35,27,28
2/29/2024 17:35,623,583,218,773,561,229,49,30,26,36,14,25
2/29/2024 17:40,814,837,234,772,502,117,49,30,28,66,21,11
2/29/2024 17:45,692,775,211,1133,825,172,60,34,11,45,14,24
